0.000000;0.000000;;;;;;;;;;;;;;
0.000500;0.025000;;;;;;;;;;;;;;
0.001000;0.049896;;;;;;;;;;;;;;
0.001500;0.074482;;;;;;;;;;;;;;
0.002000;0.098554;;;;;;;;;;;;;;
0.002500;0.121913;;;;;;;;;;;;;;
0.003000;0.144363;;;;;;;;;;;;;;
0.003500;0.165720;;;;;;;;;;;;;;
0.004000;0.185806;;;;;;;;;;;;;;
0.004500;0.204455;;;;;;;;;;;;;;
0.005000;0.221511;;;;;;;;;;;;;;
0.005500;0.236834;;;;;;;;;;;;;;
0.006000;0.250296;;;;;;;;;;;;;;
0.006500;0.261785;;;;;;;;;;;;;;
0.007000;0.271207;;;;;;;;;;;;;;
0.007500;0.278483;;;;;;;;;;;;;;
0.008000;0.283553;;;;;;;;;;;;;;
0.008500;0.286374;;;;;;;;;;;;;;
0.009000;0.286924;;;;;;;;;;;;;;
0.009500;0.285197;;;;;;;;;;;;;;
0.010000;0.281209;;;;;;;;;;;;;;
0.010500;0.274992;;;;;;;;;;;;;;
0.011000;0.266597;;;;;;;;;;;;;;
0.011500;0.256095;;;;;;;;;;;;;;
0.012000;0.243572;;;;;;;;;;;;;;
0.012500;0.229133;;;;;;;;;;;;;;
0.013000;0.212897;;;;;;;;;;;;;;
0.013500;0.194999;;;;;;;;;;;;;;
0.014000;0.175586;;;;;;;;;;;;;;
0.014500;0.154822;;;;;;;;;;;;;;
0.015000;0.132876;;;;;;;;;;;;;;
0.015500;0.109932;;;;;;;;;;;;;;
0.016000;0.086180;;;;;;;;;;;;;;
0.016500;0.061817;;;;;;;;;;;;;;
0.017000;0.037045;;;;;;;;;;;;;;
0.017500;0.012069;;;;;;;;;;;;;;
0.018000;-0.012903;;;;;;;;;;;;;;
0.018500;-0.037665;;;;;;;;;;;;;;
0.019000;-0.062010;;;;;;;;;;;;;;
0.019500;-0.085738;;;;;;;;;;;;;;
0.020000;-0.108650;;;;;;;;;;;;;;
0.020500;-0.130558;;;;;;;;;;;;;;
0.021000;-0.151279;;;;;;;;;;;;;;
0.021500;-0.170642;;;;;;;;;;;;;;
0.022000;-0.188485;;;;;;;;;;;;;;
0.022500;-0.204662;;;;;;;;;;;;;;
0.023000;-0.219037;;;;;;;;;;;;;;
0.023500;-0.231491;;;;;;;;;;;;;;
0.024000;-0.241922;;;;;;;;;;;;;;
0.024500;-0.250243;;;;;;;;;;;;;;
0.025000;-0.256384;;;;;;;;;;;;;;
0.025500;-0.260295;;;;;;;;;;;;;;
0.026000;-0.261943;;;;;;;;;;;;;;
0.026500;-0.261315;;;;;;;;;;;;;;
0.027000;-0.258416;;;;;;;;;;;;;;
0.027500;-0.253269;;;;;;;;;;;;;;
0.028000;-0.245919;;;;;;;;;;;;;;
0.028500;-0.236424;;;;;;;;;;;;;;
0.029000;-0.224865;;;;;;;;;;;;;;
0.029500;-0.211337;;;;;;;;;;;;;;
0.030000;-0.195953;;;;;;;;;;;;;;
0.030500;-0.178839;;;;;;;;;;;;;;
0.031000;-0.160138;;;;;;;;;;;;;;
0.031500;-0.140006;;;;;;;;;;;;;;
0.032000;-0.118608;;;;;;;;;;;;;;
0.032500;-0.096123;;;;;;;;;;;;;;
0.033000;-0.072737;;;;;;;;;;;;;;
0.033500;-0.048644;;;;;;;;;;;;;;
0.034000;-0.024044;;;;;;;;;;;;;;
0.034500;0.000859;;;;;;;;;;;;;;
0.035000;0.025859;;;;;;;;;;;;;;
0.035500;0.050748;;;;;;;;;;;;;;
0.036000;0.075320;;;;;;;;;;;;;;
0.036500;0.099371;;;;;;;;;;;;;;
0.037000;0.122701;;;;;;;;;;;;;;
0.037500;0.145117;;;;;;;;;;;;;;
0.038000;0.166433;;;;;;;;;;;;;;
0.038500;0.186472;;;;;;;;;;;;;;
0.039000;0.205069;;;;;;;;;;;;;;
0.039500;0.222067;;;;;;;;;;;;;;
0.040000;0.237328;;;;;;;;;;;;;;
0.040500;0.250724;;;;;;;;;;;;;;
0.041000;0.262144;;;;;;;;;;;;;;
0.041500;0.271493;;;;;;;;;;;;;;
0.042000;0.278693;;;;;;;;;;;;;;
0.042500;0.283686;;;;;;;;;;;;;;
0.043000;0.286430;;;;;;;;;;;;;;
0.043500;0.286901;;;;;;;;;;;;;;
0.044000;0.285096;;;;;;;;;;;;;;
0.044500;0.281030;;;;;;;;;;;;;;
0.045000;0.274737;;;;;;;;;;;;;;
0.045500;0.266269;;;;;;;;;;;;;;
0.046000;0.255695;;;;;;;;;;;;;;
0.046500;0.243105;;;;;;;;;;;;;;
0.047000;0.228601;;;;;;;;;;;;;;
0.047500;0.212306;;;;;;;;;;;;;;
0.048000;0.194352;;;;;;;;;;;;;;
0.048500;0.174891;;;;;;;;;;;;;;
0.049000;0.154082;;;;;;;;;;;;;;
0.049500;0.132099;;;;;;;;;;;;;;
0.050000;0.109125;;;;;;;;;;;;;;
0.050500;0.085348;;;;;;;;;;;;;;
0.051000;0.060967;;;;;;;;;;;;;;
0.051500;0.036185;;;;;;;;;;;;;;
0.052000;0.011206;;;;;;;;;;;;;;
0.052500;-0.013763;;;;;;;;;;;;;;
0.053000;-0.038513;;;;;;;;;;;;;;
0.053500;-0.062841;;;;;;;;;;;;;;
0.054000;-0.086543;;;;;;;;;;;;;;
0.054500;-0.109424;;;;;;;;;;;;;;
0.055000;-0.131294;;;;;;;;;;;;;;
0.055500;-0.151971;;;;;;;;;;;;;;
0.056000;-0.171284;;;;;;;;;;;;;;
0.056500;-0.189072;;;;;;;;;;;;;;
0.057000;-0.205189;;;;;;;;;;;;;;
0.057500;-0.219499;;;;;;;;;;;;;;
0.058000;-0.231886;;;;;;;;;;;;;;
0.058500;-0.242245;;;;;;;;;;;;;;
0.059000;-0.250491;;;;;;;;;;;;;;
0.059500;-0.256556;;;;;;;;;;;;;;
0.060000;-0.260390;;;;;;;;;;;;;;
0.060500;-0.261959;;;;;;;;;;;;;;
0.061000;-0.261252;;;;;;;;;;;;;;
0.061500;-0.258275;;;;;;;;;;;;;;
0.062000;-0.253051;;;;;;;;;;;;;;
0.062500;-0.245625;;;;;;;;;;;;;;
0.063000;-0.236058;;;;;;;;;;;;;;
0.063500;-0.224429;;;;;;;;;;;;;;
